고유번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,경도,위도,데이터기준일자
378858,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 564-12,생활방범,1,200,,30,2020-06,052-204-0030,129.2832624,35.413762,2020-02-25
378857,울산광역시 울주군청,,울산광역시 울주군 삼동면 출강리 243-1,생활방범,1,200,,30,2020-12,052-204-0030,129.168366,35.507537,2020-02-25
378856,울산광역시 울주군청,,울산광역시 울주군 삼동면 보은리 625,생활방범,1,200,,30,2020-12,052-204-0030,129.131654,35.503968,2020-02-25
378855,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 563-5,생활방범,2,200,,30,2020-09,052-204-0030,129.222718,35.565922,2020-02-25
378854,울산광역시 울주군청,,울산광역시 울주군 두동면 이전리 825-3,생활방범,1,200,,30,2020-09,052-204-0030,129.207159,35.650852,2020-02-25
378853,울산광역시 울주군청,,울산광역시 울주군 두동면 구미리 525-2,생활방범,2,200,,30,2020-09,052-204-0030,129.205639,35.651001,2020-02-25
378852,울산광역시 울주군청,,울산광역시 울주군 두동면 은편리 547,생활방범,2,200,,30,2020-09,052-204-0030,129.2193367,35.634353608,2020-02-25
378851,울산광역시 울주군청,,울산광역시 울주군 삼동면 하잠리 582-7,생활방범,3,200,,30,2020-09,052-204-0030,129.149456,35.511811,2020-02-25
378850,울산광역시 울주군청,,울산광역시 울주군 삼남면 상천리 1028-16,생활방범,1,200,,30,2020-09,052-204-0030,129.097505,35.523877,2020-02-25
378849,울산광역시 울주군청,,울산광역시 울주군 상북면 산전리 431-2,생활방범,1,200,,30,2020-09,052-204-0030,129.093038,35.588057,2020-02-25
378848,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 165-2,생활방범,1,200,,30,2020-09,052-204-0030,129.121558,35.566017,2020-02-25
378847,울산광역시 울주군청,,울산광역시 울주군 언양읍 태기리 617-3,생활방범,1,200,,30,2020-09,052-204-0030,129.140857,35.589368,2020-02-25
378846,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 374-7,생활방범,1,200,,30,2020-12,052-204-0030,129.2463459,35.5690303,2020-02-25
378845,울산광역시 울주군청,,울산광역시 울주군 서생면 신암리 1114-4,생활방범,2,200,,30,2020-09,052-204-0030,129.312907,35.345818,2020-02-25
378844,울산광역시 울주군청,,울산광역시 울주군 서생면 신암리 산 24-1,생활방범,2,200,,30,2020-09,052-204-0030,129.334215,35.356494,2020-02-25
378843,울산광역시 울주군청,,울산광역시 울주군 서생면 대송리 159-1,생활방범,1,200,,30,2020-09,052-204-0030,129.3555174,35.359161,2020-02-25
378842,울산광역시 울주군청,,울산광역시 울주군 서생면 대송리 산6-20,생활방범,2,200,,30,2020-09,052-204-0030,129.353498,35.367683,2020-02-25
378841,울산광역시 울주군청,,울산광역시 울주군 서생면 화정리 795-6,생활방범,1,200,,30,2020-09,052-204-0030,129.312797,35.400124,2020-02-25
378840,울산광역시 울주군청,,울산광역시 울주군 서생면 화정리 795-6,생활방범,1,200,,30,2020-09,052-204-0030,129.312729,35.400596,2020-02-25
378839,울산광역시 울주군청,,울산광역시 울주군 온양읍 망양리 산 1-5,생활방범,2,200,,30,2020-09,052-204-0030,129.290251,35.459735,2020-02-25
378838,울산광역시 울주군청,,울산광역시 울주군 청량읍 덕하리 813-1,생활방범,1,200,,30,2020-09,052-204-0030,129.292671,35.487643,2020-02-25
378837,울산광역시 울주군청,,울산광역시 울주군 웅촌면 석천리 140,생활방범,2,200,,30,2020-09,052-204-0030,129.233826,35.477518,2020-02-25
378836,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 535-17,생활방범,2,200,,30,2020-12,052-204-0030,129.309635,35.429574,2020-02-25
378835,울산광역시 울주군청,,울산광역시 울주군 삼남면 가천리 888-1,생활방범,1,200,,30,2020-12,052-204-0030,129.084008,35.525771,2020-02-25
378834,울산광역시 울주군청,,울산광역시 울주군 삼남면 상천리 876-2,생활방범,1,200,,30,2020-12,052-204-0030,129.095581,35.521097,2020-02-25
378833,울산광역시 울주군청,,울산광역시 울주군 온산읍 강양리 531-1,생활방범,1,200,,30,2020-12,052-204-0030,129.333838,35.397538,2020-02-25
378832,울산광역시 울주군청,,울산광역시 울주군 두서면 서하리 362-38,생활방범,1,200,,30,2020-12,052-204-0030,129.153925164,35.642475356,2020-02-25
378831,울산광역시 울주군청,,울산광역시 울주군 상북면 거리 71-3,생활방범,1,200,,30,2020-12,052-204-0030,129.081288508,35.590817911,2020-02-25
378830,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 산 112-9,생활방범,1,200,,30,2020-10,052-204-0030,129.244757,35.576716,2020-02-25
378829,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 653-10,생활방범,2,200,,30,2020-10,052-204-0030,129.115552,35.545851,2020-02-25
378828,울산광역시 울주군청,,울산광역시 울주군 범서읍 굴화리 111-3,생활방범,1,200,,30,2020-10,052-204-0030,129.256182,35.554402,2020-02-25
378827,울산광역시 울주군청,,울산광역시 울주군 삼남면 방기리 976-28,생활방범,2,200,,30,2020-10,052-204-0030,129.0852391,35.5062244,2020-02-25
378826,울산광역시 울주군청,,울산광역시 울주군 상북면 지내리 74-4,생활방범,1,200,,30,2020-10,052-204-0030,129.110637,35.596954,2020-02-25
378825,울산광역시 울주군청,,울산광역시 울주군 상북면 지내리 135-2,생활방범,1,200,,30,2020-10,052-204-0030,129.110303,35.596627,2020-02-25
378824,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1165,생활방범,2,200,,30,2020-10,052-204-0030,129.110764,35.559841,2020-02-25
378823,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 405-16,생활방범,2,200,,30,2020-10,052-204-0030,129.2824093,35.408939,2020-02-25
378822,울산광역시 울주군청,,울산광역시 울주군 언양읍 송대리 289-2,생활방범,1,200,,30,2020-10,052-204-0030,129.122323,35.574895,2020-02-25
378821,울산광역시 울주군청,,울산광역시 울주군 언양읍 직동리 1000-5,생활방범,1,200,,30,2020-10,052-204-0030,129.125334,35.583359,2020-02-25
378820,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 450,생활방범,3,200,,30,2020-10,052-204-0030,129.307137,35.4301463,2020-02-25
378819,울산광역시 울주군청,,울산광역시 울주군 언양읍 반곡리 361,생활방범,1,200,,30,2020-10,052-204-0030,129.144168,35.6034245,2020-02-25
378818,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 847-4,생활방범,1,200,,30,2020-10,052-204-0030,129.2405509,35.5734533,2020-02-25
378817,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 150-7,생활방범,2,200,,30,2020-10,052-204-0030,129.1262583,35.5659109,2020-02-25
378816,울산광역시 울주군청,,울산광역시 울주군 웅촌면 곡천리 688-21,생활방범,1,200,,30,2020-10,052-204-0030,129.195684,35.458006,2020-02-25
378815,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 337-2,생활방범,1,200,,30,2020-10,052-204-0030,129.313295,35.425899,2020-02-25
378814,울산광역시 울주군청,,울산광역시 울주군 온양읍 남창리 75-3,생활방범,2,200,,30,2020-10,052-204-0030,129.288653,35.413941,2020-02-25
378813,울산광역시 울주군청,,울산광역시 울주군 웅촌면 은현리 902-3,생활방범,1,200,,30,2020-01,052-204-0030,129.166761,35.462472,2020-02-25
378812,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 535-17,생활방범,1,200,,30,2020-01,052-204-0030,129.310198,35.430102,2020-02-25
378811,울산광역시 울주군청,,울산광역시 울주군 언양읍 남부리 137-40,생활방범,1,200,,30,2020-01,052-204-0030,129.1261441,35.563902,2020-02-25
378810,울산광역시 울주군청,,울산광역시 울주군 두서면 미호리 222-2,생활방범,2,200,,30,2020-01,052-204-0030,129.176166,35.675465,2020-02-25
378809,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 1321-9,생활방범,1,200,,30,2020-01,052-204-0030,129.311110225,35.434219458,2020-02-25
378808,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 535-7,생활방범,1,200,,30,2020-01,052-204-0030,129.310669346,35.433721044,2020-02-25
378807,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 486-9,생활방범,1,200,,30,2020-01,052-204-0030,129.309993,35.4265804,2020-02-25
378806,울산광역시 울주군청,,울산광역시 울주군 상북면 소호리 365-5,생활방범,1,200,,30,2020-01,052-204-0030,129.084076,35.672271,2020-02-25
378805,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 88-2,생활방범,1,200,,30,2020-01,052-204-0030,129.1281906,35.5653385,2020-02-25
378804,울산광역시 울주군청,,울산광역시 울주군 청량읍 삼정리 781-2,생활방범,1,200,,30,2020-01,052-204-0030,129.234303,35.492818,2020-02-25
378803,울산광역시 울주군청,,울산광역시 울주군 청량읍 삼정리 781-5,생활방범,1,200,,30,2020-01,052-204-0030,129.23447828,35.493131786,2020-02-25
378802,울산광역시 울주군청,,울산광역시 울주군 언양읍 반송리 1096,생활방범,2,200,,30,2020-01,052-204-0030,129.153321,35.548951,2020-02-25
378801,울산광역시 울주군청,,울산광역시 울주군 삼남면 신화리 1378-3,생활방범,2,200,,30,2020-01,052-204-0030,129.118733,35.538445,2020-02-25
378800,울산광역시 울주군청,,울산광역시 울주군 웅촌면 대대리 259-1,생활방범,1,200,,30,2020-01,052-204-0030,129.200076,35.452024,2020-02-25
378799,울산광역시 울주군청,,울산광역시 울주군 범서읍 두산리 산 203-2,생활방범,1,200,,30,2020-01,052-204-0030,129.280952,35.604293,2020-02-25
378798,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 1321-3,생활방범,1,200,,30,2020-01,052-204-0030,129.309012,35.436516,2020-02-25
378797,울산광역시 울주군청,,울산광역시 울주군 청량읍 상남리 578,생활방범,1,200,,30,2020-01,052-204-0030,129.304872,35.491421,2020-02-25
378796,울산광역시 울주군청,,울산광역시 울주군 상북면 덕현리 466-3,생활방범,1,200,,30,2020-01,052-204-0030,129.059901,35.641375,2020-02-25
378795,울산광역시 울주군청,,울산광역시 울주군 청량읍 동천리 226-4,생활방범,2,200,,30,2020-01,052-204-0030,129.291137,35.466265,2020-02-25
378794,울산광역시 울주군청,,울산광역시 울주군 청량읍 덕하리 894-1,생활방범,1,200,,30,2020-01,052-204-0030,129.2858499873,35.4859431,2020-02-25
378793,울산광역시 울주군청,,울산광역시 울주군 청량읍 개곡리 264-9,생활방범,1,200,,30,2020-01,052-204-0030,129.292353874,35.494706022,2020-02-25
378792,울산광역시 울주군청,,울산광역시 울주군 온양읍 고산리 928,생활방범,1,200,,30,2020-01,052-204-0030,129.273161,35.429887,2020-02-25
378791,울산광역시 울주군청,,울산광역시 울주군 서생면 위양리 산 38-11,생활방범,1,200,,30,2020-01,052-204-0030,129.324626,35.353935,2020-02-25
378790,울산광역시 울주군청,,울산광역시 울주군 서생면 신암리 1557-7,생활방범,1,200,,30,2020-01,052-204-0030,129.324626,35.353935,2020-02-25
378789,울산광역시 울주군청,,울산광역시 울주군 온산읍 화산리 산 90-7,생활방범,3,200,,30,2020-01,052-204-0030,129.324767,35.434741,2020-02-25
378788,울산광역시 울주군청,,울산광역시 울주군 온산읍 화산리 산 90-7,생활방범,3,200,,30,2020-01,052-204-0030,129.324484,35.434813,2020-02-25
378787,울산광역시 울주군청,,울산광역시 울주군 범서읍 굴화리 28-4,생활방범,3,200,,30,2020-01,052-204-0030,129.261837,35.556549,2020-02-25
378786,울산광역시 울주군청,,울산광역시 울주군 두동면 구미리 759-4,생활방범,2,200,,30,2020-01,052-204-0030,129.205447,35.668699,2020-02-25
378785,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 산 165-7,생활방범,1,200,,30,2020-01,052-204-0030,129.250292,35.570759,2020-02-25
378784,울산광역시 울주군청,,울산광역시 울주군 청량읍 개곡리 416,생활방범,2,200,,30,2020-01,052-204-0030,129.2845922,35.5059491,2020-02-25
378783,울산광역시 울주군청,,울산광역시 울주군 청량읍 상남리 701-1,생활방범,1,200,,30,2020-01,052-204-0030,129.3040073,35.4872267,2020-02-25
378782,울산광역시 울주군청,,울산광역시 울주군 상북면 소호리 1144,생활방범,1,200,,30,2020-01,052-204-0030,129.082472,35.693931,2020-02-25
378781,울산광역시 울주군청,,울산광역시 울주군 온양읍 외광리 산68-10,생활방범,2,200,,30,2020-01,052-204-0030,129.270312,35.420346,2020-02-25
378780,울산광역시 울주군청,,울산광역시 울주군 범서읍 서사리 607-2,생활방범,1,200,,30,2020-01,052-204-0030,129.265301,35.587114,2020-02-25
378779,울산광역시 울주군청,,울산광역시 울주군 온산읍 삼평리 1323-15,생활방범,2,200,,30,2020-01,052-204-0030,129.311252,35.410343,2020-02-25
378778,울산광역시 울주군청,,울산광역시 울주군 언양읍 구수리 623-1,생활방범,2,200,,30,2020-01,052-204-0030,129.158144,35.544774,2020-02-25
378777,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 32-4,생활방범,1,200,,30,2020-01,052-204-0030,129.234223,35.567103,2020-02-25
378776,울산광역시 울주군청,,울산광역시 울주군 청량읍 문죽리 950-5,생활방범,4,200,,30,2020-03,052-204-0030,129.249184076,35.531816594,2020-02-25
378775,울산광역시 울주군청,,울산광역시 울주군 청량읍 율리 120-2,생활방범,1,200,,30,2020-09,052-204-0030,129.246274,35.528427,2020-02-25
378774,울산광역시 울주군청,,울산광역시 울주군 언양읍 평리 174-11,생활방범,2,200,,30,2020-09,052-204-0030,129.135897,35.597199,2020-02-25
378773,울산광역시 울주군청,,울산광역시 울주군 온양읍 고산리 462-3,생활방범,2,200,,30,2020-09,052-204-0030,129.282276,35.436294,2020-02-25
378772,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 471-2,생활방범,2,200,,30,2020-09,052-204-0030,129.1171218,35.5520372,2020-02-25
378771,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 908-7,생활방범,2,200,,30,2020-09,052-204-0030,129.116137,35.549234,2020-02-25
378770,울산광역시 울주군청,,울산광역시 울주군 언양읍 반곡리 산 56-3,생활방범,2,200,,30,2020-09,052-204-0030,129.135472,35.596253,2020-02-25
378769,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 1259,생활방범,2,200,,30,2020-09,052-204-0030,129.286807,35.437894,2020-02-25
378768,울산광역시 울주군청,,울산광역시 울주군 상북면 덕현리 789,생활방범,2,200,,30,2020-09,052-204-0030,129.049082,35.618792,2020-02-25
378767,울산광역시 울주군청,,울산광역시 울주군 서생면 화산리 315-20,생활방범,1,200,,30,2020-09,052-204-0030,129.284205,35.378061,2020-02-25
378766,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 384-12,생활방범,1,200,,30,2020-09,052-204-0030,129.126487,35.5690868,2020-02-25
378765,울산광역시 울주군청,,울산광역시 울주군 범서읍 굴화리 337-9,생활방범,1,200,,30,2020-09,052-204-0030,129.254263,35.556099,2020-02-25
378764,울산광역시 울주군청,,울산광역시 울주군 웅촌면 곡천리 13-1,생활방범,1,200,,30,2020-09,052-204-0030,129.2199218,35.4736158,2020-02-25
378763,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 217,생활방범,2,200,,30,2020-09,052-204-0030,129.2499264,35.5687273,2020-02-25
378762,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 산 38-21,생활방범,2,200,,30,2020-09,052-204-0030,129.122564,35.554895,2020-02-25
378761,울산광역시 울주군청,,울산광역시 울주군 온양읍 운화리 396-7,생활방범,2,200,,30,2020-09,052-204-0030,129.259790849,35.415430445,2020-02-25
378760,울산광역시 울주군청,,울산광역시 울주군 청량읍 덕하리 919-2,생활방범,2,200,,30,2020-09,052-204-0030,129.285171,35.479828,2020-02-25
378759,울산광역시 울주군청,,울산광역시 울주군 청량읍 문죽리 산 229-6,생활방범,2,200,,30,2020-09,052-204-0030,129.247297,35.517026,2020-02-25
378758,울산광역시 울주군청,,울산광역시 울주군 웅촌면 대대리 1488-1,생활방범,2,200,,30,2020-03,052-204-0030,129.192052,35.439071,2020-02-25
378757,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 21-27,생활방범,2,200,,30,2020-03,052-204-0030,129.239958,35.562152,2020-02-25
378756,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 63-1,생활방범,2,200,,30,2020-03,052-204-0030,129.237738,35.564324,2020-02-25
378755,울산광역시 울주군청,,울산광역시 울주군 청량읍 개곡리 산 311-1,생활방범,2,200,,30,2020-03,052-204-0030,129.295797,35.495463,2020-02-25
378754,울산광역시 울주군청,,울산광역시 울주군 온양읍 운화리 산45-8,생활방범,2,200,,30,2020-03,052-204-0030,129.260735,35.400411,2020-02-25
378753,울산광역시 울주군청,,울산광역시 울주군 서생면 신암리 1195,생활방범,2,200,,30,2020-03,052-204-0030,129.301649,35.339762,2020-02-25
378752,울산광역시 울주군청,,울산광역시 울주군 상북면 궁근정리 172-1,생활방범,2,200,,30,2020-03,052-204-0030,129.078737,35.605401,2020-02-25
378751,울산광역시 울주군청,,울산광역시 울주군 삼남면 방기리 71-13,생활방범,2,200,,30,2020-03,052-204-0030,129.095141,35.510585,2020-02-25
378750,울산광역시 울주군청,,울산광역시 울주군 두서면 활천리 757-24,생활방범,2,200,,30,2020-03,052-204-0030,129.197023,35.713703,2020-02-25
378749,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 425-3,생활방범,1,200,,30,2020-10,052-204-0030,129.229797,35.564479,2020-02-25
378748,울산광역시 울주군청,,울산광역시 울주군 범서읍 서사리 1063-75,생활방범,2,200,,30,2020-10,052-204-0030,129.266266,35.585461,2020-02-25
378747,울산광역시 울주군청,,울산광역시 울주군 언양읍 반송리 산 76-5,생활방범,1,200,,30,2020-10,052-204-0030,129.152478,35.554705,2020-02-25
378746,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 590-4,생활방범,1,200,,30,2020-10,052-204-0030,129.222292,35.564143,2020-02-25
378745,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 423-9,생활방범,1,200,,30,2020-10,052-204-0030,129.231424,35.566611,2020-02-25
378744,울산광역시 울주군청,,울산광역시 울주군 범서읍 중리 544-7,생활방범,2,200,,30,2020-10,052-204-0030,129.233326,35.599602,2020-02-25
378743,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 1073-49,생활방범,2,200,,30,2020-10,052-204-0030,129.236688,35.578057,2020-02-25
378742,울산광역시 울주군청,,울산광역시 울주군 범서읍 두산리 269-1,생활방범,2,200,,30,2020-10,052-204-0030,129.287324,35.649097,2020-02-25
378741,울산광역시 울주군청,,울산광역시 울주군 상북면 덕현리 산 66-20,생활방범,2,200,,30,2020-10,052-204-0030,129.049045,35.634551,2020-02-25
378740,울산광역시 울주군청,,울산광역시 울주군 상북면 향산리 산 85-1,생활방범,2,200,,30,2020-10,052-204-0030,129.107359031,35.572178277,2020-02-25
378739,울산광역시 울주군청,,울산광역시 울주군 상북면 덕현리 산 246-2,생활방범,2,200,,30,2020-10,052-204-0030,129.031432,35.595292,2020-02-25
378738,울산광역시 울주군청,,울산광역시 울주군 상북면 등억알프스리 산 12-13,생활방범,2,200,,30,2020-10,052-204-0030,129.095012,35.552112,2020-02-25
378737,울산광역시 울주군청,,울산광역시 울주군 상북면 이천리 산 21-2,생활방범,2,200,,30,2020-10,052-204-0030,129.010017,35.532251,2020-02-25
378736,울산광역시 울주군청,,울산광역시 울주군 온양읍 운화리 296,생활방범,1,200,,30,2020-10,052-204-0030,129.264022,35.409165,2020-02-25
378735,울산광역시 울주군청,,울산광역시 울주군 청량읍 삼정리 776-1,생활방범,1,200,,30,2020-10,052-204-0030,129.233464,35.492016,2020-02-25
378734,울산광역시 울주군청,,울산광역시 울주군 청량읍 상남리 1040-5,생활방범,2,200,,30,2020-10,052-204-0030,129.308368,35.478181,2020-02-25
378733,울산광역시 울주군청,,울산광역시 울주군 청량읍 상남리 515-15,생활방범,3,200,,30,2020-10,052-204-0030,129.306248,35.497267,2020-02-25
378732,울산광역시 울주군청,,울산광역시 울주군 두서면 복안리 911-2,생활방범,2,200,,30,2020-10,052-204-0030,129.157673,35.705102,2020-02-25
378731,울산광역시 울주군청,,울산광역시 울주군 두서면 구량리 215-12,생활방범,1,200,,30,2020-10,052-204-0030,129.148318,35.616452,2020-02-25
378730,울산광역시 울주군청,,울산광역시 울주군 두동면 구미리 596-2,생활방범,2,200,,30,2020-10,052-204-0030,129.198391,35.656183,2020-02-25
378729,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 187-13,생활방범,2,200,,30,2020-10,052-204-0030,129.2876822,35.408917,2020-02-25
378728,울산광역시 울주군청,,울산광역시 울주군 온양읍 동상리 865-17,생활방범,2,200,,30,2020-10,052-204-0030,129.290289,35.419195,2020-02-25
378727,울산광역시 울주군청,,울산광역시 울주군 청량읍 문죽리 890-2,생활방범,1,200,,30,2020-10,052-204-0030,129.2605177,35.526277,2020-02-25
378726,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1499-141,생활방범,2,200,,30,2020-10,052-204-0030,129.121805,35.562288,2020-02-25
378725,울산광역시 울주군청,,울산광역시 울주군 삼남면 방기리 421,생활방범,2,200,,30,2020-10,052-204-0030,129.087935,35.503653,2020-02-25
378724,울산광역시 울주군청,,울산광역시 울주군 삼남면 상천리 42-2,생활방범,2,200,,30,2020-10,052-204-0030,129.117709,35.530247,2020-02-25
378723,울산광역시 울주군청,,울산광역시 울주군 삼동면 조일리 1268-8,생활방범,1,200,,30,2020-10,052-204-0030,129.104368,35.498814,2020-02-25
378722,울산광역시 울주군청,,울산광역시 울주군 웅촌면 곡천리 50-2,생활방범,1,200,,30,2020-10,052-204-0030,129.211658,35.466827,2020-02-25
378721,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 736-6,생활방범,2,200,,30,2020-10,052-204-0030,129.109949,35.539978,2020-02-25
378720,울산광역시 울주군청,,울산광역시 울주군 웅촌면 대복리 441-1,생활방범,3,200,,30,2020-10,052-204-0030,129.215942,35.485722,2020-02-25
378719,울산광역시 울주군청,,울산광역시 울주군 온산읍 처용리 379,생활방범,2,200,,30,2020-10,052-204-0030,129.333063,35.466971,2020-02-25
378718,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 612-6,생활방범,1,200,,30,2020-10,052-204-0030,129.3053275,35.436006,2020-02-25
378717,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 1373,생활방범,2,200,,30,2020-10,052-204-0030,129.304426,35.437363,2020-02-25
378716,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 336,생활방범,1,200,,30,2020-10,052-204-0030,129.3116693,35.4276093,2020-02-25
378715,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 259-5,생활방범,2,200,,30,2020-10,052-204-0030,129.112068,35.565326,2020-02-25
378714,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 362-5,생활방범,1,200,,30,2020-10,052-204-0030,129.112418,35.567723,2020-02-25
378713,울산광역시 울주군청,,울산광역시 울주군 언양읍 반천리 196-2,생활방범,2,200,,30,2020-10,052-204-0030,129.182792,35.550035,2020-02-25
378712,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 274-5,생활방범,1,200,,30,2020-09,052-204-0030,129.248544,35.562725,2020-02-25
378711,울산광역시 울주군청,,울산광역시 울주군 웅촌면 고연리 206-2,생활방범,1,200,,30,2020-09,052-204-0030,129.178251165,35.432236842,2020-02-25
378710,울산광역시 울주군청,,울산광역시 울주군 온양읍 내광리 40-6,생활방범,2,200,,30,2020-09,052-204-0030,129.224843,35.439026,2020-02-25
378709,울산광역시 울주군청,,울산광역시 울주군 서생면 화정리 168-4,생활방범,2,200,,30,2020-09,052-204-0030,129.332732,35.392279,2020-02-25
378708,울산광역시 울주군청,,울산광역시 울주군 서생면 명산리 산 75-6,생활방범,2,200,,30,2020-09,052-204-0030,129.290965915,35.34237059,2020-02-25
378707,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 258-5,생활방범,1,200,,30,2020-09,052-204-0030,129.309873,35.433692,2020-02-25
378706,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 270-10,생활방범,2,200,,30,2020-09,052-204-0030,129.3119676,35.433685,2020-02-25
378705,울산광역시 울주군청,,울산광역시 울주군 상북면 궁근정리 324-2,생활방범,2,200,,30,2020-09,052-204-0030,129.077557,35.607042,2020-02-25
378704,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1557-9,생활방범,2,200,,30,2020-09,052-204-0030,129.1163494,35.563007,2020-02-25
378703,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1557-9,생활방범,2,200,,30,2020-09,052-204-0030,129.1163494,35.563035,2020-02-25
378702,울산광역시 울주군청,,울산광역시 울주군 두동면 봉계리 477-2,생활방범,2,200,,30,2020-09,052-204-0030,129.200251,35.714737,2020-02-25
378701,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 1042-7,생활방범,1,200,,30,2020-09,052-204-0030,129.235636,35.565852,2020-02-25
378700,울산광역시 북구청,,울산광역시 북구 효문동 1041,생활방범,3,200,360도전방면,30,2020-12,052-241-8877,129.3758131,35.56247038,2020-03-18
378699,울산광역시 북구청,,울산광역시 북구 효문동 768-2,어린이보호,1,130,360도전방면,30,2020-08,052-241-8877,129.3682333,35.56624305,2020-03-18
378698,울산광역시 북구청,,울산광역시 북구 효문동 503-3,생활방범,2,130,360도전방면,30,2020-05,052-241-8877,129.3732159,35.56217555,2020-03-18
378697,울산광역시 북구청,,울산광역시 북구 효문동 820-5,교통단속,5,200,360도전방면,30,2020-05,052-241-8877,129.3673234,35.56852466,2020-03-18
378696,울산광역시 북구청,,울산광역시 북구 효문동 757-1,쓰레기단속,1,200,쓰레기배출거점,30,2020-05,052-241-8877,129.3699111,35.5659643,2020-03-18
378695,울산광역시 북구청,,울산광역시 북구 효문동 428-2,쓰레기단속,1,200,쓰레기배출거점,30,2020-12,052-241-8877,129.3709216,35.56282359,2020-03-18
378694,울산광역시 북구청,,울산광역시 북구 화봉동 960-7,생활방범,2,200,360도전방면,30,2020-06,052-241-8877,129.3652434,35.59024252,2020-03-18
378693,울산광역시 북구청,,울산광역시 북구 화봉동 960-6,생활방범,3,130,360도전방면,30,2020-06,052-241-8877,129.3654262,35.58931211,2020-03-18
378692,울산광역시 북구청,,울산광역시 북구 화봉동 960-4,어린이보호,3,200,360도전방면,30,2020-07,052-241-8877,129.3644753,35.58984565,2020-03-18
378691,울산광역시 북구청,,울산광역시 북구 화봉동 960-1,생활방범,3,200,360도전방면,30,2020-02,052-241-8877,129.3630016,35.59078166,2020-03-18
378690,울산광역시 북구청,,울산광역시 북구 화봉동 957-12,생활방범,2,200,360도전방면,30,2020-01,052-241-8877,129.3608949,35.5869209,2020-03-18
378689,울산광역시 북구청,울산광역시 북구 사청1길 19 (화봉동),울산광역시 북구 화봉동 889-1,생활방범,5,200,360도전방면,30,2020-12,052-241-8877,129.3608409,35.5865976,2020-03-18
378688,울산광역시 북구청,울산광역시 북구 통샘2길 12 (화봉동),울산광역시 북구 화봉동 675-4,생활방범,4,200,360도전방면,30,2020-06,052-241-8877,129.3624432,35.5886281,2020-03-18
378687,울산광역시 북구청,,울산광역시 북구 화봉동 672-6,생활방범,2,200,360도전방면,30,2020-01,052-241-8877,129.3622553,35.58971757,2020-03-18
378686,울산광역시 북구청,울산광역시 북구 통샘5길 18 (화봉동),울산광역시 북구 화봉동 671-6,생활방범,4,41,360도전방면,30,2020-11,052-241-8877,129.3613031,35.5897829,2020-03-18
